BELLE5;BG;BGTL;RW08;THT13;RW26;{{N76310485,W069093896},{N76310485,W069093896}}
SA2;BI;BIRK;RW19;RH;RW19;{{N64090528,W022014384},{N64182000,W021581700},{N64255200,W021451200},{N64395100,W021171100}}
SA3;BI;BIRK;RW31;RH;RW31;{{N64090528,W022014384},{N64182000,W021581700},{N64255200,W021451200},{N64395100,W021171100}}
SA4;BI;BIRK;RW13;RH;RW13;{{N64090528,W022014384},{N64182000,W021581700},{N64255200,W021451200},{N64395100,W021171100}}
SU1;BI;BIRK;RW01;SU;RW01;{{N64304160,W022183891},{N64425300,W022282400},{N65033600,W022452000}}
SU2;BI;BIRK;RW19;SU;RW19;{{N64090528,W022014384},{N64304160,W022183891},{N64425300,W022282400},{N65033600,W022452000}}
SU3;BI;BIRK;RW31;SU;RW31;{{N64090528,W022014384},{N64304160,W022183891},{N64425300,W022282400},{N65033600,W022452000}}
SU4;BI;BIRK;RW13;SU;RW13;{{N64090528,W022014384},{N64304160,W022183891},{N64425300,W022282400},{N65033600,W022452000}}
EL1W;BI;BIVM;;TUNGA;TUNGA;{{N63383800,W020210400},{N63530000,W021070400},{N63262869,W020223050},{N64045200,W021461500},{N63383800,W020210400},{N63383800,W020210400},{N63383800,W020210400},{N63383800,W020210400}}
SA1W;BI;BIVM;RW22;TUNGA;TUNGA;{{N63383800,W020210400},{N63554400,W021020300},{N63262869,W020223050},{N63383800,W020210400},{N64182000,W021581700},{N63383800,W020210400},{N63383800,W020210400},{N63383800,W020210400}}
BLC1A;LY;BKPR;RW17;BLC;RW17;{{N42302816,E021025546},{N42565327,E021130632},{N43145530,E021214190}}
BLC1B;LY;BKPR;RW35;BLC;RW35;{{N42382275,E021020502},{N42565327,E021130632},{N43145530,E021214190}}
BLC2A;LY;BKPR;RW17;BLC;RW17;{{N42302816,E021025546},{N42342100,E021015300},{N42381783,E021004040},{N42342100,E021015300},{N42302816,E021025546},{N42565327,E021130632},{N43145530,E021214190}}
BLC2B;LY;BKPR;RW35;BLC;RW35;{{N42382275,E021020502},{N42342100,E021015300},{N42302325,E021013102},{N42342100,E021015300},{N42565327,E021130632},{N43145530,E021214190}}
SARA1A;LY;BKPR;RW17;SARAX;RW17;{{N42302816,E021025546},{N42151802,E020562041},{N42054800,E020534200}}
SARA1B;LY;BKPR;RW35;SARAX;RW35;{{N42382275,E021020502},{N42353183,E021040108},{N42342100,E021015300},{N42151802,E020562041},{N42054800,E020534200}}
SARA2A;LY;BKPR;RW17;SARAX;RW17;{{N42302816,E021025546},{N42342100,E021015300},{N42381783,E021004040},{N42342100,E021015300},{N42151802,E020562041},{N42054800,E020534200}}
SARA2B;LY;BKPR;RW35;SARAX;RW35;{{N42382275,E021020502},{N42342100,E021015300},{N42302325,E021013102},{N42342100,E021015300},{N42382275,E021020502},{N42342100,E021015300},{N42151802,E020562041},{N42054800,E020534200}}
XAXA1A;LY;BKPR;RW17;XAXAN;RW17;{{N42302816,E021025546},{N42151242,E021145661},{N42081200,E021193600}}
XAXA1B;LY;BKPR;RW35;XAXAN;RW35;{{N42382275,E021020502},{N42353183,E021040108},{N42342100,E021015300},{N42151242,E021145661},{N42081200,E021193600}}
XAXA2A;LY;BKPR;RW17;XAXAN;RW17;{{N42302816,E021025546},{N42342100,E021015300},{N42381783,E021004040},{N42342100,E021015300},{N42151242,E021145661},{N42081200,E021193600}}
XAXA2B;LY;BKPR;RW35;XAXAN;RW35;{{N42382275,E021020502},{N42342100,E021015300},{N42302325,E021013102},{N42342100,E021015300},{N42382275,E021020502},{N42342100,E021015300},{N42151242,E021145661},{N42081200,E021193600}}
BUB1C;EB;EBAW;RW29;BUB;BUB;{{N50540839,E004321711}}
BUB1E;EB;EBAW;RW11;BUB;BUB;{{N50540839,E004321711}}
BUN2C;EB;EBAW;RW29;BUN;BUN;{{N51070709,E004503155}}
BUN2E;EB;EBAW;RW11;BUN;WW;{{N51103935,E004365550},{N51070709,E004503155}}
NIK1C;EB;EBAW;RW29;NIK;NIK;{{N51095429,E004110218}}
NIK1E;EB;EBAW;RW11;NIK;NIK;{{N51095429,E004110218}}
PUTY1E;EB;EBAW;RW11;PUTTY;WW;{{N51105010,E004340900},{N51215707,E004201541}}
PUTY2C;EB;EBAW;RW29;PUTTY;X345;{{N51112825,E004231895},{N51215707,E004201541}}
SOND1C;EB;EBAW;RW29;SONDI;X340;{{N51110961,E004213931},{N51100269,E004335861},{N51112551,E004501800}}
SOND1E;EB;EBAW;RW11;SONDI;WW;{{N51103935,E004365550},{N51112551,E004501800}}
CIV1E;EB;EBBR;RW25R;CIV;RW25R;{{N50342628,E003495836},{N50342628,E003495836}}
CIV1Q;EB;EBBR;RW25L;CIV;RW25L;{{N50514473,E004215423},{N50342628,E003495836}}
CIV3H;EB;EBBR;RW07L;CIV;RW07L;{{N50342628,E003495836}}
CIV3J;EB;EBBR;RW07R;CIV;RW07R;{{N50475685,E004380640},{N50342628,E003495836}}
CIV4F;EB;EBBR;RW02;CIV;RW02;{{N50342628,E003495836}}
CIV6D;EB;EBBR;RW25R;CIV;RWL07;{{N50540011,E004273432},{N50524790,E004214370},{N50464562,E004165294},{N50342628,E003495836}}
CIV6L;EB;EBBR;RW20;CIV;RW20;{{N50342628,E003495836}}
CIV8C;EB;EBBR;RW25R;CIV;RW25R;{{N50342628,E003495836},{N50342628,E003495836}}
DENU1N;EB;EBBR;RW20;DENUT;RW20;{{N50555984,E004162830},{N51141004,E003392736}}
DENU2C;EB;EBBR;RW25L;DENUT;RW25L;{{N50555984,E004162830},{N50555984,E004162830},{N51141004,E003392736},{N51141004,E003392736}}
DENU2F;EB;EBBR;RW02;DENUT;RW02;{{N51141004,E003392736}}
DENU2H;EB;EBBR;RW07R;DENUT;RW07R;{{N51141004,E003392736},{N51141004,E003392736}}
DENU2L;EB;EBBR;RW20;DENUT;RW20;{{N51141004,E003392736}}
ELSI1C;EB;EBBR;RW25L;ELSIK;RW25L;{{N51070709,E004503155},{N51070709,E004503155},{N51114207,E004595500},{N51114207,E004595500}}
ELSI1D;EB;EBBR;RW25R;ELSIK;RW25R;{{N50551700,E004221565},{N50551700,E004221565},{N51095429,E004110218},{N51095429,E004110218},{N51114207,E004595500},{N51114207,E004595500}}
ELSI1F;EB;EBBR;RW02;ELSIK;RW02;{{N51070709,E004503155},{N51114207,E004595500}}
ELSI1H;EB;EBBR;RW07L;ELSIK;RW07L;{{N51070709,E004503155},{N51070709,E004503155},{N51114207,E004595500},{N51114207,E004595500}}
ELSI1L;EB;EBBR;RW20;ELSIK;RW20;{{N51070709,E004503155},{N51114207,E004595500}}
HELE1N;EB;EBBR;RW20;HELEN;RW20;{{N50551700,E004221565},{N51140699,E003521100}}
HELE2C;EB;EBBR;RW25L;HELEN;RW25L;{{N50551700,E004221565},{N50551700,E004221565},{N51140699,E003521100},{N51140699,E003521100}}
HELE2F;EB;EBBR;RW02;HELEN;RW02;{{N51140699,E003521100}}
HELE2H;EB;EBBR;RW07R;HELEN;RW07R;{{N51140699,E003521100},{N51140699,E003521100}}
HELE2L;EB;EBBR;RW20;HELEN;RW20;{{N51140699,E003521100}}
KOK1C;EB;EBBR;RW25L;KOK;RW25L;{{N50540839,E004321711},{N50540839,E004321711},{N51054086,E002390585},{N51054086,E002390585}}
KOK1F;EB;EBBR;RW02;KOK;RW02;{{N51054086,E002390585}}
KOK1H;EB;EBBR;RW07L;KOK;RW07L;{{N51054086,E002390585},{N51054086,E002390585}}
KOK3L;EB;EBBR;RW20;KOK;RW20;{{N50552514,E004212470},{N51054086,E002390585}}
LNO1C;EB;EBBR;RW25R;LNO;RW25R;{{N50473833,E004423084},{N50350929,E005423699}}
LNO1D;EB;EBBR;RW25L;LNO;RW25L;{{N50512550,E004202150},{N50514970,E004200875},{N50512550,E004202150},{N50514970,E004200875},{N50445814,E004382990},{N50445814,E004382990},{N50350929,E005423699},{N50350929,E005423699}}
LNO1H;EB;EBBR;RW07L;LNO;RW07L;{{N50505675,E004374794},{N50473833,E004423084},{N50350929,E005423699}}
LNO1J;EB;EBBR;RW07R;LNO;RW07R;{{N50505675,E004374794},{N50473833,E004423084},{N50350929,E005423699}}
LNO1Q;EB;EBBR;RW25L;LNO;RW25L;{{N50473833,E004423084},{N50350929,E005423699}}
LNO2F;EB;EBBR;RW02;LNO;RW02;{{N50505675,E004374794},{N50473833,E004423084},{N50350929,E005423699}}
ROMI7N;ED;EDLN;RW31;ROMIN;RW31;{{N51201136,E006173149},{N51132799,E005573690}}
LNO2Z;EB;EBBR;RW25R;LNO;RW25R;{{N50501997,E004135223},{N50461475,E004140643},{N50445814,E004382990},{N50350929,E005423699}}
LNO3L;EB;EBBR;RW20;LNO;RW20;{{N50473833,E004423084},{N50350929,E005423699}}
NIK1C;EB;EBBR;RW25L;NIK;RW25L;{{N50551700,E004221565},{N50551700,E004221565},{N51095429,E004110218},{N51095429,E004110218}}
NIK1F;EB;EBBR;RW02;NIK;RW02;{{N51095429,E004110218}}
NIK1H;EB;EBBR;RW07R;NIK;RW07R;{{N51095429,E004110218},{N51095429,E004110218}}
NIK1L;EB;EBBR;RW20;NIK;RW20;{{N51095429,E004110218}}
NIK1N;EB;EBBR;RW20;NIK;RW20;{{N50551700,E004221565},{N51095429,E004110218}}
NIK3Z;EB;EBBR;RW25R;NIK;BUB03;{{N50540011,E004273432},{N50540011,E004273432},{N51095429,E004110218}}
PITE1C;EB;EBBR;RW25L;PITES;RW25L;{{N50445814,E004382990},{N50445814,E004382990},{N50394989,E004542743},{N50394989,E004542743},{N50044000,E005482500},{N50044000,E005482500},{N49514096,E006074671},{N49514096,E006074671},{N49434300,E006311000},{N49434300,E006311000}}
PITE1D;EB;EBBR;RW25R;PITES;RW25R;{{N50512550,E004202150},{N50514970,E004200875},{N50512550,E004202150},{N50514970,E004200875},{N50433069,E004361989},{N50433069,E004361989},{N50394989,E004542743},{N50394989,E004542743},{N50044000,E005482500},{N50044000,E005482500},{N49514096,E006074671},{N49514096,E006074671},{N49434300,E006311000},{N49434300,E006311000}}
PITE1F;EB;EBBR;RW02;PITES;RW02;{{N50445814,E004382990},{N50394989,E004542743},{N50044000,E005482500},{N49514096,E006074671},{N49434300,E006311000}}
PITE1H;EB;EBBR;RW07L;PITES;RW07L;{{N50445814,E004382990},{N50394989,E004542743},{N50044000,E005482500},{N49514096,E006074671},{N49434300,E006311000}}
PITE1J;EB;EBBR;RW07R;PITES;RW07R;{{N50445814,E004382990},{N50394989,E004542743},{N50044000,E005482500},{N49514096,E006074671},{N49434300,E006311000}}
PITE1L;EB;EBBR;RW20;PITES;RW20;{{N50445814,E004382990},{N50394989,E004542743},{N50044000,E005482500},{N49514096,E006074671},{N49434300,E006311000}}
PITE2N;EB;EBBR;RW20;PITES;RW20;{{N50404742,E004391867},{N49514096,E006074671},{N49434300,E006311000}}
PITE2Z;EB;EBBR;RW25R;PITES;RW25R;{{N50501997,E004135223},{N50461475,E004140643},{N50445356,E004263990},{N50413077,E004331719},{N49514096,E006074671},{N49434300,E006311000}}
ROUS1C;EB;EBBR;RW25L;ROUSY;RW25L;{{N50445814,E004382990},{N50445814,E004382990},{N50394989,E004542743},{N50394989,E004542743},{N50044000,E005482500},{N50044000,E005482500},{N49283500,E006065400},{N49283500,E006065400}}
ROUS1D;EB;EBBR;RW25R;ROUSY;RW25R;{{N50512550,E004202150},{N50514970,E004200875},{N50514970,E004200875},{N50512550,E004202150},{N50433069,E004361989},{N50433069,E004361989},{N50394989,E004542743},{N50394989,E004542743},{N50044000,E005482500},{N50044000,E005482500},{N49283500,E006065400},{N49283500,E006065400}}
ROUS1F;EB;EBBR;RW02;ROUSY;RW02;{{N50445814,E004382990},{N50394989,E004542743},{N50044000,E005482500},{N49283500,E006065400}}
ROUS1H;EB;EBBR;RW07L;ROUSY;RW07L;{{N50445814,E004382990},{N50394989,E004542743},{N50044000,E005482500},{N49283500,E006065400}}
ROUS1J;EB;EBBR;RW07R;ROUSY;RW07R;{{N50445814,E004382990},{N50394989,E004542743},{N50044000,E005482500},{N49283500,E006065400}}
ROUS1L;EB;EBBR;RW20;ROUSY;RW20;{{N50445814,E004382990},{N50394989,E004542743},{N50044000,E005482500},{N49283500,E006065400}}
ROUS2N;EB;EBBR;RW20;ROUSY;RW20;{{N50210348,E004553813},{N49283500,E006065400}}
ROUS2Z;EB;EBBR;RW25R;ROUSY;RW25R;{{N50501997,E004135223},{N50461475,E004140643},{N50445438,E004215942},{N50391702,E004300137},{N49283500,E006065400}}
SOPO1H;EB;EBBR;RW07L;SOPOK;RW07L;{{N50445814,E004382990},{N50353401,E005150456},{N50151000,E005462600}}
SOPO1J;EB;EBBR;RW07R;SOPOK;RW07R;{{N50445814,E004382990},{N50353401,E005150456},{N50151000,E005462600}}
SOPO1L;EB;EBBR;RW20;SOPOK;RW20;{{N50445814,E004382990},{N50353401,E005150456},{N50151000,E005462600}}
SOPO2C;EB;EBBR;RW25R;SOPOK;RW25R;{{N50445814,E004382990},{N50445814,E004382990},{N50353401,E005150456},{N50353401,E005150456},{N50151000,E005462600},{N50151000,E005462600}}
SOPO2D;EB;EBBR;RW25L;SOPOK;RW25L;{{N50512550,E004202150},{N50514970,E004200875},{N50512550,E004202150},{N50514970,E004200875},{N50433069,E004361989},{N50433069,E004361989},{N50353401,E005150456},{N50353401,E005150456},{N50151000,E005462600},{N50151000,E005462600}}
SOPO2F;EB;EBBR;RW02;SOPOK;RW02;{{N50445814,E004382990},{N50353401,E005150456},{N50151000,E005462600}}
SOPO3Z;EB;EBBR;RW25R;SOPOK;RW25R;{{N50501997,E004135223},{N50461475,E004140643},{N50445872,E004274911},{N50432123,E004360333},{N50353401,E005150456},{N50151000,E005462600}}
SPI1C;EB;EBBR;RW25R;SPI;RW25R;{{N50473833,E004423084},{N50465900,E004452576},{N50305310,E005372449}}
BUSI3R;ED;EDAB;RW07;BUSIR;RW07;{{N51140404,E014441719},{N51115573,E014325219},{N51071500,E014195100}}
SPI1D;EB;EBBR;RW25L;SPI;RW25L;{{N50512550,E004202150},{N50514970,E004200875},{N50514970,E004200875},{N50512550,E004202150},{N50433069,E004361989},{N50433069,E004361989},{N50305310,E005372449},{N50305310,E005372449}}
SPI1J;EB;EBBR;RW07R;SPI;RW07R;{{N50505675,E004374794},{N50473833,E004423084},{N50465900,E004452576},{N50305310,E005372449}}
SPI1Q;EB;EBBR;RW25L;SPI;RW25L;{{N50473833,E004423084},{N50465900,E004452576},{N50305310,E005372449}}
SPI2F;EB;EBBR;RW02;SPI;RW02;{{N50505675,E004374794},{N50473833,E004423084},{N50465900,E004452576},{N50305310,E005372449}}
SPI2H;EB;EBBR;RW07L;SPI;RW07L;{{N50505675,E004374794},{N50473833,E004423084},{N50465900,E004452576},{N50305310,E005372449}}
SPI2L;EB;EBBR;RW20;SPI;RW20;{{N50473833,E004423084},{N50465900,E004452576},{N50305310,E005372449}}
SPI3Z;EB;EBBR;RW25R;SPI;RW25R;{{N50501997,E004135223},{N50461475,E004140643},{N50445814,E004382990},{N50305310,E005372449}}
CIV1X;EB;EBCI;RW07;CIV;GSY07;{{N50313292,E004350649},{N50271382,E004262895},{N50342628,E003495836}}
CIV1Y;EB;EBCI;RW25;CIV;06GSY;{{N50244649,E004175551},{N50342628,E003495836}}
LNO1X;EB;EBCI;RW07;LNO;GSY07;{{N50313292,E004350649},{N50271382,E004262895},{N50401300,E004260415},{N50445814,E004382990},{N50350929,E005423699}}
LNO1Y;EB;EBCI;RW25;LNO;06GSY;{{N50244649,E004175551},{N50445814,E004382990},{N50350929,E005423699}}
RITA1X;EB;EBCI;RW07;RITAX;GSY07;{{N50313292,E004350649},{N50271382,E004262895},{N50401300,E004260415},{N50435786,E004340488},{N50394989,E004542743},{N50394989,E004542743},{N50044000,E005482500}}
RITA1Y;EB;EBCI;RW25;RITAX;06GSY;{{N50244649,E004175551},{N50433214,E004361269},{N50394989,E004542743},{N50394989,E004542743},{N50044000,E005482500}}
SOPO1X;EB;EBCI;RW07;SOPOK;GSY07;{{N50313292,E004350649},{N50271382,E004262895},{N50401300,E004260415},{N50435786,E004340488},{N50353401,E005150456},{N50353401,E005150456},{N50151000,E005462600}}
SOPO1Y;EB;EBCI;RW25;SOPOK;06GSY;{{N50244649,E004175551},{N50433214,E004361269},{N50353401,E005150456},{N50353401,E005150456},{N50151000,E005462600}}
SPI1X;EB;EBCI;RW07;SPI;GSY07;{{N50313292,E004350649},{N50271382,E004262895},{N50401300,E004260415},{N50435786,E004340488},{N50305310,E005372449}}
SPI1Y;EB;EBCI;RW25;SPI;06GSY;{{N50244649,E004175551},{N50433214,E004361269},{N50305310,E005372449}}
BUB3R;EB;EBLG;RW05R;BUB;RW05R;{{N50420700,E005324800},{N50540839,E004321711}}
BUB3S;EB;EBLG;RW23L;BUB;RW23L;{{N50361200,E005232700},{N50371631,E005140708},{N50540839,E004321711}}
HUL3R;EB;EBLG;RW05R;HUL;RW05R;{{N50420700,E005324800},{N50475787,E005134544},{N50445814,E004382990}}
HUL3S;EB;EBLG;RW23L;HUL;RW23L;{{N50361200,E005232700},{N50371631,E005140708},{N50392566,E005085002},{N50445814,E004382990}}
LNO1E;EB;EBLG;RW23L;LNO;RW23L;{{N50361200,E005232700},{N50371631,E005140708},{N50392566,E005085002},{N50350929,E005423699}}
LNO3R;EB;EBLG;RW05R;LNO;RW05R;{{N50420700,E005324800},{N50475787,E005134544},{N50414276,E005101427},{N50331998,E005311840},{N50350929,E005423699}}
LNO3S;EB;EBLG;RW23L;LNO;RW23L;{{N50361200,E005232700},{N50371631,E005140708},{N50392566,E005085002},{N50292690,E005132082},{N50350929,E005423699}}
SPI1E;EB;EBLG;RW23L;SPI;RW23L;{{N50361200,E005232700},{N50371631,E005140708},{N50392566,E005085002},{N50305310,E005372449}}
SPI3R;EB;EBLG;RW05R;SPI;RW05R;{{N50420700,E005324800},{N50475787,E005134544},{N50414276,E005101427},{N50305310,E005372449}}
SPI3S;EB;EBLG;RW23L;SPI;RW23L;{{N50361200,E005232700},{N50371631,E005140708},{N50392566,E005085002},{N50292690,E005132082},{N50305310,E005372449}}
CARL2M;EB;EBOS;RW26;CARLA;X022;{{N51132525,E002433840},{N51114921,E002000000}}
COA1S;EB;EBOS;RW08;COA;ONO;{{N51130298,E002594710},{N51205283,E003211918}}
COA2M;EB;EBOS;RW26;COA;COA18;{{N51181505,E002525610},{N51205283,E003211918}}
KOK1M;EB;EBOS;RW26;KOK;X022;{{N51132525,E002433840},{N51054086,E002390585}}
KOK1S;EB;EBOS;RW08;KOK;ONO;{{N51130298,E002594710},{N51054086,E002390585}}
MAK1S;EB;EBOS;RW08;MAK;ONO;{{N51130298,E002594710},{N50575291,E003294571}}
NIK1S;EB;EBOS;RW08;NIK;ONO;{{N51130298,E002594710},{N51095429,E004110218}}
SASK1M;EB;EBOS;RW26;SASKI;X022;{{N51132525,E002433840},{N51325300,E002300000}}
SASK1S;EB;EBOS;RW08;SASKI;ONO;{{N51130298,E002594710},{N51325300,E002300000}}
ABLO1P;ED;EDAB;RW25;ABLOX;RW25;{{N51094581,E014212546},{N51115573,E014325219},{N51225100,E014311200}}
ABLO1R;ED;EDAB;RW07;ABLOX;RW07;{{N51140404,E014441719},{N51115573,E014325219},{N51225100,E014311200}}
BUSI3P;ED;EDAB;RW25;BUSIR;RW25;{{N51071500,E014195100}}
HLZ6U;ED;EDVE;RW08;HLZ;RW08;{{N52192008,E010362217},{N52214821,E010474278}}
ABVI3N;ED;EDAC;RW04;ABVIG;ABU;{{N50593758,E012311572},{N51045558,E012381526},{N51090062,E012362003},{N51155293,E012004960},{N51245187,E011580974}}
ABVI4H;ED;EDAC;RW22;ABVIG;RW22;{{N50542984,E012243831},{N50541799,E012194384},{N51033222,E012042758},{N51153137,E012005719},{N51245187,E011580974}}
EKPE3N;ED;EDAC;RW04;EKPEK;ABU;{{N50593758,E012311572},{N51062325,E012401039},{N51000494,E013074195}}
EKPE4H;ED;EDAC;RW22;EKPEK;RW22;{{N50542984,E012243831},{N50575320,E012210908},{N50593758,E012311572},{N51000494,E013074195}}
GOLA3N;ED;EDAC;RW04;GOLAT;ABU;{{N50593758,E012311572},{N51045558,E012381526},{N51063073,E012310202},{N50593758,E012311572},{N50545300,E011583346}}
GOLA4H;ED;EDAC;RW22;GOLAT;RW22;{{N50533255,E012232393},{N50545300,E011583346}}
GEVN1A;ED;EDAH;RW10;GEVNI;HC;{{N53522663,E014105542},{N53512694,E014171241},{N53454578,E014091036},{N53454585,E013334729},{N53454300,E013285300}}
GEVN1B;ED;EDAH;RW28;GEVNI;IHE07;{{N53543237,E013573692},{N53454585,E013334729},{N53454300,E013285300}}
PENE1A;ED;EDAH;RW10;PENET;HC;{{N53522663,E014105542},{N53512694,E014171241},{N53454578,E014091036},{N54060100,E013434400}}
PENE1B;ED;EDAH;RW28;PENET;IHE07;{{N53543237,E013573692},{N54060100,E013434400}}
GASB1R;ED;EDBH;RW27;GASBO;05BHD;{{N54201962,E012340141},{N54162900,E012163600}}
GASB1S;ED;EDBH;RW09;GASBO;BHD04;{{N54201529,E012492607},{N54162900,E012163600}}
NONS1R;ED;EDBH;RW27;NONSA;05BHD;{{N54201962,E012340141},{N54303975,E013145611},{N54355500,E013180100}}
NONS1S;ED;EDBH;RW09;NONSA;BHD04;{{N54201529,E012492607},{N54303975,E013145611},{N54355500,E013180100}}
BKD1H;ED;EDBM;RW09;BKD;RW09;{{N52044349,E011535408},{N52232704,E011493358},{N53020428,E011324638}}
BKD1M;ED;EDBM;RW27;BKD;RW27;{{N52040523,E011214279},{N52154305,E011204037},{N53020428,E011324638}}
BURO3H;ED;EDBM;RW09;BUROK;RW09;{{N52015137,E012000498},{N52050400,E012235100}}
BURO3M;ED;EDBM;RW27;BUROK;RW27;{{N52040523,E011214279},{N51594196,E011473950},{N52050400,E012235100}}
MAG1H;ED;EDBM;RW09;MAG;RW09;{{N52044349,E011535408},{N51594196,E011473950}}
MAG1M;ED;EDBM;RW27;MAG;RW27;{{N52040523,E011214279},{N51594196,E011473950}}
POVE1H;ED;EDBM;RW09;POVEL;RW09;{{N52044349,E011535408},{N51594196,E011473950},{N52074216,E010494000}}
POVE1M;ED;EDBM;RW27;POVEL;RW27;{{N52040090,E011182847},{N52074216,E010494000}}
LURO1E;ED;EDCD;RW07;LUROS;CD200;{{N51542018,E014355889},{N51494909,E014372425},{N51494467,E014310003},{N51535495,E014102810}}
LURO1W;ED;EDCD;RW25;LUROS;CD100;{{N51511873,E014231957},{N51535495,E014102810}}
BELI2X;ED;EDDB;RW25B;BELID;MW;{{N52204013,E013231499},{N52181636,E013120024},{N52143700,E012415100}}
BELI3S;ED;EDDB;RW07B;BELID;SL;{{N52240082,E013372090},{N52241149,E013445857},{N52205571,E013454825},{N52182466,E013311641},{N52143700,E012415100}}
BKD5S;ED;EDDB;RW07B;BKD;SL;{{N52240082,E013372090},{N52242938,E013582997},{N52352963,E013573645},{N52543715,E013080461},{N52583074,E012201889},{N53020428,E011324638}}
BKD6X;ED;EDDB;RW25B;BKD;MW;{{N52204013,E013231499},{N52181636,E013120024},{N52150857,E012460725},{N52431992,E012272071},{N53020428,E011324638}}
FWE3X;ED;EDDB;RW25B;FWE;MW;{{N52204013,E013231499},{N52185451,E013145867},{N52144122,E013171839},{N52244081,E014075012}}
KLF3S;ED;EDDB;RW07B;KLF;SL;{{N52240082,E013372090},{N52241149,E013445857},{N52215431,E013473564},{N52011078,E013334969}}
RAKI2S;ED;EDDB;RW07B;RAKIT;SL;{{N52240082,E013372090},{N52242938,E013582997},{N53104293,E013543970}}
RAKI3X;ED;EDDB;RW25B;RAKIT;MW;{{N52204013,E013231499},{N52185451,E013145867},{N52144122,E013171839},{N52200791,E013442912},{N52234480,E013463218},{N52485498,E014005906},{N53104293,E013543970}}
TUVA2S;ED;EDDB;RW07B;TUVAK;SL;{{N52240082,E013372090},{N52242269,E013531889},{N52235924,E014041474}}
TUVA3X;ED;EDDB;RW25B;TUVAK;MW;{{N52204013,E013231499},{N52185451,E013145867},{N52144122,E013171839},{N52235924,E014041474}}
BEBE1E;ED;EDDC;RW04;BEBEX;RW04;{{N51113484,E013510011},{N51182680,E013441460},{N51220300,E013165700}}
BEBE1W;ED;EDDC;RW22;BEBEX;RW22;{{N51025045,E013384344},{N51220300,E013165700}}
DRN2W;ED;EDDC;RW22;DRN;RW22;{{N51005597,E013355600}}
DRN3E;ED;EDDC;RW04;DRN;RW04;{{N51113484,E013510011},{N51093037,E013591449},{N51005597,E013355600}}
HDO3E;ED;EDDC;RW04;HDO;RW04;{{N51113484,E013510011},{N50554134,E014220768}}
HDO4W;ED;EDDC;RW22;HDO;RW22;{{N51025045,E013384344},{N50554134,E014220768}}
KOBU4E;ED;EDDC;RW04;KOBUS;RW04;{{N51113484,E013510011},{N51172064,E013590993},{N51304800,E014150900}}
KOBU5W;ED;EDDC;RW22;KOBUS;RW22;{{N51060363,E013432836},{N51113400,E013375300},{N51304800,E014150900}}
MARE1W;ED;EDDC;RW22;MAREM;RW22;{{N51013999,E013370029},{N50425568,E013374379}}
MARE2E;ED;EDDC;RW04;MAREM;RW04;{{N51113484,E013510011},{N51033800,E014090900},{N50425568,E013374379}}
OMEL1W;ED;EDDC;RW22;OMELO;RW22;{{N51025045,E013384344},{N50492498,E014043083}}
OMEL2E;ED;EDDC;RW04;OMELO;RW04;{{N51113484,E013510011},{N51033800,E014090900},{N50492498,E014043083}}
OSKA2E;ED;EDDC;RW04;OSKAN;RW04;{{N51113484,E013510011},{N51253900,E013402900}}
OSKA2W;ED;EDDC;RW22;OSKAN;RW22;{{N51060363,E013432836},{N51113400,E013375300},{N51253900,E013402900}}
BAMK4W;ED;EDDE;RW28;BAMKI;RW28;{{N50585737,E010552268},{N50593434,E010473557},{N51035865,E010461621},{N51064683,E010543133},{N50570313,E011141208},{N50430503,E011011275}}
BAMK5E;ED;EDDE;RW10;BAMKI;RW10;{{N50573516,E011091019},{N50541666,E011113654},{N50500999,E011074675},{N50430503,E011011275}}
ERSI2E;ED;EDDE;RW10;ERSIL;RW10;{{N50580947,E011034435},{N51011148,E011055153},{N51045504,E010581862},{N51055922,E010444494},{N51030209,E010171177}}
ERSI2N;ED;EDDE;RW28;ERSIL;RW28;{{N50585737,E010552268},{N50593434,E010473557},{N51041474,E010483051},{N51033778,E010561875},{N50585737,E010552268},{N51030209,E010171177}}
ERSI2W;ED;EDDE;RW28;ERSIL;RW28;{{N50585737,E010552268},{N50590657,E010331100},{N51030209,E010171177}}
LAST2E;ED;EDDE;RW10;LASTO;RW10;{{N50580947,E011034435},{N51011148,E011055153},{N51045504,E010581862}}
LAST3W;ED;EDDE;RW28;LASTO;RW28;{{N50585737,E010552268},{N50585870,E010524284},{N51015922,E010511770},{N51045504,E010581862}}
RELK2E;ED;EDDE;RW10;RELKO;RW10;{{N50570313,E011141208},{N51040863,E011304370}}
RELK3W;ED;EDDE;RW28;RELKO;RW28;{{N50585737,E010552268},{N50585870,E010524284},{N51015922,E010511770},{N51045504,E010581862},{N51040863,E011304370}}
SOMI2E;ED;EDDE;RW10;SOMIX;RW10;{{N50574070,E011081779},{N51003030,E011114595},{N51151901,E011011456}}
SOMI3W;ED;EDDE;RW28;SOMIX;RW28;{{N50585737,E010552268},{N50585870,E010524284},{N51015922,E010511770},{N51043150,E010572214},{N51151901,E011011456}}
ANEK4L;ED;EDDF;RW18;ANEKI;RW18;{{N49465409,E008322935},{N49190218,E008284954}}
ANEK5D;ED;EDDF;RW07R;ANEKI;RW07R;{{N50041399,E008422883},{N50041399,E008422883},{N50003689,E008450626},{N50003689,E008450626},{N49472796,E008402026},{N49472796,E008402026},{N49190218,E008284954},{N49190218,E008284954}}
