19456;LG;R296L;KRO-296/D12.0;N38052851;E024162458;LGAV;LG;E0031;;LGGG;LGGG;;;;I F;
19457;LG;R296Q;KRO-296/D17.0;N38075373;E024105186;LGAV;LG;E0031;;LGGG;LGGG;;;;I F;
19458;LG;R296R;KRO-296/D18.0;N38082283;E024094532;LGAV;LG;E0033;;LGGG;LGGG;;;;I F;
19459;LG;R322T;KEA-322/D20.0;N37493600;E024030600;LGAV;LG;E0030;;LGGG;LGGG;;;;I;
19460;LG;R346O;KEA-346/D15.0;N37481450;E024142167;LGAV;LG;E0030;;LGGG;LGGG;;;;I F;
19461;LG;R350O;KEA-350/D15.0;N37482435;E024153996;LGAV;LG;E0030;;LGGG;LGGG;;;;I F;
19462;LG;SAT09;SAT-221/9.0;N37483142;E023465836;LGAV;LG;E0032;;LGGG;LGGG;;;;C D;
19463;LG;SAT11;SAT-214/D11.0;N37460683;E023463709;LGAV;LG;E0030;;LGGG;LGGG;;;;I F;
19464;LG;SAT12;SAT-230/D12.0;N37474608;E023424634;LGAV;LG;E0030;;LGGG;LGGG;;;;I F;
19465;LG;SAT13;SAT-035/13.0;N38051536;E024050013;LGAV;LG;E0030;;LGGG;LGGG;;;;I F;
19466;LG;SAT2;SAT-214/D2.0;N37532376;E023532190;LGAV;LG;E0031;;LGGG;LGGG;;;;I F;
19467;LG;SAT23;SAT-054/D23.0;N38073009;E024191880;LGAV;LG;E0033;;LGGG;LGGG;;;;C D;
19468;LG;SAT5;SAT-215/D5.0;N37505843;E023510712;LGAV;LG;E0029;;LGGG;LGGG;;;;I F;
19469;LG;SAT8;SAT-214/D8.0;N37501089;E023464803;LGAV;LG;E0032;;LGGG;LGGG;;;;I F;
19470;LG;SPA05;SPA-034/D5.0;N37590456;E024000523;LGAV;LG;E0032;;LGGG;LGGG;;;;I F;
19471;LG;SPA09;SPA-205/D9.0;N37470742;E023505681;LGAV;LG;E0032;;LGGG;LGGG;;;;C D;
19472;LG;SPA14;SPA-035/D14.0;N38060963;E024071101;LGAV;LG;E0030;;LGGG;LGGG;;;;I F;
19473;LG;SPA25;SPA-215/D2.5;N37530469;E023542305;LGAV;LG;E0031;;LGGG;LGGG;;;;I F;
19474;LG;SPA5;SPA-215/D5.0;N37510454;E023522940;LGAV;LG;E0031;;LGGG;LGGG;;;;I F;
19475;LG;SPA6;SPA-065/D6.0;N37571957;E024031885;LGAV;LG;E0030;;LGGG;LGGG;;;;I F;
19476;LG;SPA8;SPA-203/D8.0;N37475282;E023515127;LGAV;LG;E0030;;LGGG;LGGG;;;;I F;
19477;LG;SPA9;SPA-215/D9;N37475210;E023492763;LGAV;LG;E0030;;LGGG;LGGG;;;;I F;
19479;LG;TGG15;TGG-096/D15.0;N38180373;E023522099;LGAV;LG;E0032;;LGGG;LGGG;;;;C D;
19480;LG;X015;KOR-075/ATV-015;N38060471;E023533230;LGAV;LG;E0032;;LGGG;LGGG;;;;I D;
19481;LG;X041P;SAT-041/D16.0;N38063086;E024085692;LGAV;LG;E0033;;LGGG;LGGG;;;;I F;
19482;LG;X043N;SPA-043/D14.0;N38044813;E024090226;LGAV;LG;E0033;;LGGG;LGGG;;;;I F;
19483;LG;X065P;SAT-065/D16.0;N38005886;E024133826;LGAV;LG;E0033;;LGGG;LGGG;;;;I F;
19484;LG;X070N;SPA;N37590928;E024131295;LGAV;LG;E0033;;LGGG;LGGG;;;;I F;
19485;LG;X089N;SAT-089/D14.0;N37542966;E024123259;LGAV;LG;E0032;;LGGG;LGGG;;;;I F;
19486;LG;X112;SPA-112/DDM-080;N37311223;E023362785;LGAV;LG;E0031;;LGGG;LGGG;;;;I D;
19487;LG;X121;DDM-123/D26.0;N37111248;E023443442;LGAV;LG;E0031;;LGGG;LGGG;;;;I E;
19488;LG;X192;ATV-192/IATR-214;N37424992;E023444305;LGAV;LG;E0032;;LGGG;LGGG;;;;I F;
19489;LG;X214;IATL-214/ATV-192;N37451300;E023453141;LGAV;LG;E0032;;LGGG;LGGG;;;;I F;
19490;LG;X215;ATV-192/SPA-215;N37425517;E023444482;LGAV;LG;E0032;;LGGG;LGGG;;;;I F;
19491;LG;X221;SPA-221/EGN-103;N37422476;E023405033;LGAV;LG;E0031;;LGGG;LGGG;;;;I F;
19492;LG;X359;KOR-075/ATV-359;N38051579;E023484798;LGAV;LG;E0032;;LGGG;LGGG;;;;I D;
19497;LG;AGH13;AGH-090/D13;N39121916;E023041503;LGBL;LG;E0025;;LGGG;LGGG;;;;I F;
19498;LG;R272J;SKP-272/D10.0;N39113567;E023241018;LGBL;LG;E0026;;LGGG;LGGG;;;;I Z;
19478;LG;TGG11;TGG-188/D11.0;N38092713;E023305877;LGAV;LG;E0032;;LGGG;LGGG;;;;C D;
19500;LG;HOS08;HOS-V-187/D8;N38131094;E026064874;LGHI;LG;E0024;;LGGG;LGGG;;;;I F;
19501;LG;MES15;MES-320/D15.0;N38270286;E025424723;LGHI;LG;E0027;;LGGG;LGGG;;;;I Z;
19502;LG;MES22;MES-340/D22.0;N38360590;E025460038;LGHI;LG;E0027;;LGGG;LGGG;;;;I Z;
19503;LG;10YNN;YNN-308/D10.0;N39483961;E020392520;LGIO;LG;E0027;;LGGG;LGGG;;;;I D;
19504;LG;R135J;YNN-135/D10.0;N39344313;E020575671;LGIO;LG;E0028;;LGGG;LGGG;;;;I D;
19505;LG;R143N;YNN-143/D14.0;N39303258;E020592575;LGIO;LG;E0028;;LGGG;LGGG;;;;I F;
19506;LG;R151N;YNN-151/D14.0;N39293367;E020571483;LGIO;LG;E0028;;LGGG;LGGG;;;;I F;
19507;LG;R162N;YNN-162/D14.0;N39283677;E020540025;LGIO;LG;E0028;;LGGG;LGGG;;;;I F;
19508;LG;YNN02;YNN-143/D2.0;N39402871;E020504246;LGIO;LG;E0028;;LGGG;LGGG;;;;I F;
19509;LG;YNN05;YN-135/D5.0;N39382565;E020533609;LGIO;LG;E0028;;LGGG;LGGG;;;;I D;
19510;LG;YNN06;YNN-143/D6.0;N39371008;E020533716;LGIO;LG;E0028;;LGGG;LGGG;;;;I F;
19511;LG;YNN10;YNN-143/D10.0;N39335137;E020563160;LGIO;LG;E0028;;LGGG;LGGG;;;;I F;
19512;LG;YNN12;YNN-170/D12.0;N39301312;E020511230;LGIO;LG;E0027;;LGGG;LGGG;;;;I F;
19513;LG;YNN16;YNN-170/D16.0;N39261481;E020515126;LGIO;LG;E0027;;LGGG;LGGG;;;;I F;
19514;LG;YNN23;YNN-170/D23.0;N39191776;E020525925;LGIO;LG;E0027;;LGGG;LGGG;;;;I F;
19515;LG;11IRA;IRA-067/11.0;N35241602;E025234487;LGIR;LG;E0032;;LGGG;LGGG;;;;I;
19516;LG;15IRA;IRA-67/D15.0;N35253794;E025282092;LGIR;LG;E0031;;LGGG;LGGG;;;;I F;
19517;LG;22IRA;IRA-011/D22.0;N35415132;E025172277;LGIR;LG;E0024;;LGGG;LGGG;;;;I Z;
19518;LG;36IRA;IRA-092/D36.0;N35173720;E025545890;LGIR;LG;E0024;;LGGG;LGGG;;;;I D;
19519;LG;HER36;RDS-243-D118.0;N35343635;E025503857;LGIR;LG;E0032;;LGGG;LGGG;;;;I D;
19520;LG;IRA02;IRA-093/D2;N35200900;E025133200;LGIR;LG;E0024;;LGGG;LGGG;;;;I;
19521;LG;IRA03;RW09-273/IRA-D3.0;N35205722;E025073033;LGIR;LG;E0024;;LGGG;LGGG;;;;I;
19522;LG;IRA05;RW09-093/IRA-D0.5;N35201505;E025113915;LGIR;LG;E0024;;LGGG;LGGG;;;;I;
19523;LG;IRA11;IRA-058/11.0;N35255052;E025225263;LGIR;LG;E0032;;LGGG;LGGG;;;;I;
19524;LG;IRA12;IRA-092/D12.0;N35193541;E025254537;LGIR;LG;E0024;;LGGG;LGGG;;;;I Z;
19525;LG;IRA14;IRA-064/D14.0;N35260570;E025264977;LGIR;LG;E0024;;LGGG;LGGG;;;;I Z;
19526;LG;IRA15;IRA-092/D15.0;N35192124;E025292466;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19527;LG;IRA17;IRA-360/17.0;N35373113;E025121229;LGIR;LG;E0032;;LGGG;LGGG;;;;I F;
19528;LG;IRA20;IRA-092/D20.0;N35185737;E025353009;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19529;LG;IRA22;IRA-338/D22.0;N35410335;E025012685;LGIR;LG;E0024;;LGGG;LGGG;;;;I Z;
19530;LG;IRA23;IRA-281/D23.0;N35253010;E024433560;LGIR;LG;E0023;;LGGG;LGGG;;;;I Z;
19531;LG;IRA25;RW09-273/IRA-D2.5;N35203613;E025080422;LGIR;LG;E0024;;LGGG;LGGG;;;;I;
19499;LG;R272I;ELF-185/ATH-272;N37544065;E023320240;LGEL;LG;E0024;;LGGG;LGGG;;;;I D;
19532;LG;IRA29;IRA-064/D29.0;N35320204;E025434122;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19533;LG;IRA3;RW27-092/IRA-D3.0;N35200671;E025144554;LGIR;LG;E0028;;LGGG;LGGG;;;;I D;
19534;LG;IRA36;IRA-064/D36.0;N35344755;E025513410;LGIR;LG;E0024;;LGGG;LGGG;;;;I Z;
19535;LG;IRA7;IRA-092/D7.0;N35195879;E025193984;LGIR;LG;E0024;;LGGG;LGGG;;;;I F;
19536;LG;MIL69;MIL-157/D69.0;N35401434;E025015072;LGIR;LG;E0031;;LGGG;LGGG;;;;I D;
19537;LG;R011N;IRA-011/D14.0;N35340579;E025150611;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19538;LG;R048O;HER-048/15.0;N35295696;E025252307;LGIR;LG;E0032;;LGGG;LGGG;;;;I F;
19539;LG;R055J;IRA-055/D10.0;N35255314;E025212635;LGIR;LG;E0024;;LGGG;LGGG;;;;I Z;
19540;LG;R055N;IRA-055/D14.0;N35280120;E025253450;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19541;LG;R062R;IRA-062/D18.0;N35281517;E025310016;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19542;LG;R082R;IRA-082/D18.0;N35221466;E025330224;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19543;LG;R083L;IRA-083/D12.0;N35212806;E025254539;LGIR;LG;E0024;;LGGG;LGGG;;;;I F;
19544;LG;R226J;IRA-226/D10;N35134550;E025020509;LGIR;LG;E0030;;LGGG;LGGG;;;;I D;
19545;LG;R305J;IRA-305/D10.0;N35262661;E025013538;LGIR;LG;E0024;;LGGG;LGGG;;;;I Z;
19546;LG;R338N;IRA-338/D14.0;N35333520;E025045845;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19547;LG;SNI43;SNI-190/D43.0;N35413928;E025170134;LGIR;LG;E0032;;LGGG;LGGG;;;;I D;
19548;LG;SUD28;SUD-100/D28.0;N35252411;E024440245;LGIR;LG;E0031;;LGGG;LGGG;;;;I D;
19549;LG;X047;IRA-047/ATLAN-140;N35390720;E025375880;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19550;LG;X055;IRA-055/D23.0;N35324970;E025345300;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19551;LG;X092;IRA-092/SIT-320;N35171936;E025591317;LGIR;LG;E0024;;LGGG;LGGG;;;;I E;
19552;LG;X123;RDS-243/D32.0;N35322355;E025442042;LGIR;LG;E0032;;LGGG;LGGG;;;;I D;
19553;LG;KAS10;KAS-088/D10.0;N40265632;E021293983;LGKA;LG;E0030;;LGGG;LGGG;;;;I D;
19554;LG;KAS7;KAS-299/D7.0;N40304914;E021084673;LGKA;LG;E0029;;LGGG;LGGG;;;;I D;
19555;LG;KAS8;KAS-150/D8.0;N40195911;E021211946;LGKA;LG;E0030;;LGGG;LGGG;;;;I D;
19556;LG;X065;DDM-169/KITNB-065;N36250000;E023262400;LGKC;LG;E0029;;LGGG;LGGG;;;;I Z;
19557;LG;10KFN;KFN-143/D10.0;N37583067;E020372481;LGKF;LG;E0027;;LGGG;LGGG;;;;I D;
19558;LG;19KFN;KFN-020/D19.0;N38241902;E020392849;LGKF;LG;E0021;;LGGG;LGGG;;;;I D;
19559;LG;KFN06;KFN-143/D6;N38015094;E020344355;LGKF;LG;E0019;;LGGG;LGGG;;;;I F;
19560;LG;KFN08;KFN-143/D08.0;N38000997;E020355937;LGKF;LG;E0027;;LGGG;LGGG;;;;I D;
19561;LG;KFN10;KFN-323/D10.0;N38150288;E020230759;LGKF;LG;E0027;;LGGG;LGGG;;;;I D;
19562;LG;KFN11;KFN-143/D11;N37574454;E020381939;LGKF;LG;E0019;;LGGG;LGGG;;;;I F;
19563;LG;KFN12;KFN-157/D12.0;N37553092;E020353296;LGKF;LG;E0027;;LGGG;LGGG;;;;IFF;
19564;LG;KFN35;KFN-313/D35.0;N38314185;E019590078;LGKF;LG;E0026;;LGGG;LGGG;;;;I D;
19565;LG;KFN38;KFN-288/D38.0;N38191574;E019444402;LGKF;LG;E0026;;LGGG;LGGG;;;;I D;
19566;LG;FF35L;KTA-160/RW35L D8.01;N36554341;E022041730;LGKL;LG;E0028;;LGGG;LGGG;;;;I F;
19567;LG;KAM07;KAM-168/D7;N36565804;E022025781;LGKL;LG;E0021;;LGGG;LGGG;;;;I F;
19568;LG;KAM12;KAM-168/D12;N36520306;E022035966;LGKL;LG;E0021;;LGGG;LGGG;;;;I F;
19569;LG;KAM15;KAM-170/D15;N36490000;E022040600;LGKL;LG;E0021;;LGGG;LGGG;;;;I D;
19570;LG;KAM16;KAM-350/D16;N37194200;E021584200;LGKL;LG;E0020;;LGGG;LGGG;;;;I D;
19571;LG;QDM50;KTA-230/D2.5;N37015614;E021584081;LGKL;LG;E0028;;LGGG;LGGG;;;;I F;
19572;LG;R220B;KAM-220/D2.0;N37022281;E021594919;LGKL;LG;E0028;;LGGG;LGGG;;;;I F;
19573;LG;TP01;QDM50-115/KTA-160;N37002237;E022022338;LGKL;LG;E0028;;LGGG;LGGG;;;;I F;
19574;LG;TRL10;TRL-215/D10;N37162242;E022124570;LGKL;LG;E0028;;LGGG;LGGG;;;;I F;
19575;LG;KOS07;KOS-140/D07.0;N36415223;E027104136;LGKO;LG;E0034;;LGGG;LGGG;;;;I F;
19576;LG;KOS09;KOS-329/D09.0;N36552908;E027001803;LGKO;LG;E0034;;LGGG;LGGG;;;;I F;
19577;LG;KOS10;RW15-146/KOS-D10.0;N36385901;E027120232;LGKO;LG;E0027;;LGGG;LGGG;;;;I;
19578;LG;KOS19;KOS-300/D19;N36574310;E026453357;LGKO;LG;E0026;;LGGG;LGGG;;;;I D;
19579;LG;KOS20;KOS-195/RDS-277;N36285070;E026580259;LGKO;LG;E0026;;LGGG;LGGG;;;;I E;
19580;LG;KOS21;KOS-300/LARKI-189;N36583856;E026434864;LGKO;LG;E0026;;LGGG;LGGG;;;;I E;
19581;LG;KOS22;KOS-220/D22.0;N36312188;E026465874;LGKO;LG;E0026;;LGGG;LGGG;;;;I D;
19582;LG;KOS24;KOS-146/D24;N36270169;E027205611;LGKO;LG;E0027;;LGGG;LGGG;;;;I D;
19583;LG;KOS4;RW33-326/KOS-D4.0;N36505779;E027025997;LGKO;LG;E0027;;LGGG;LGGG;;;;I;
19584;LG;R140K;KOS-140/D11.0;N36394200;E027130000;LGKO;LG;E0027;;LGGG;LGGG;;;;I E;
19585;LG;R163G;KOS-163/D07.0;N36404120;E027073274;LGKO;LG;E0034;;LGGG;LGGG;;;;I F;
19586;LG;R311I;KOS-311/D09.0;N36534808;E026572904;LGKO;LG;E0034;;LGGG;LGGG;;;;I F;
19587;LG;08KRC;08KRC;N35214295;E027174926;LGKP;LG;E0033;;LGGG;LGGG;;;;I;
19588;LG;FF30;KRC-125/D4.86;N35220337;E027140472;LGKP;LG;E0032;;LGGG;LGGG;;;;I F;
19589;LG;KRC08;KRC-103/D8;N35230198;E027182603;LGKP;LG;E0027;;LGGG;LGGG;;;;I F;
19590;LG;R038O;KRC-038/D15.0;N35364970;E027203991;LGKP;LG;E0026;;LGGG;LGGG;;;;I;
19591;LG;R243O;KRC-243/D15.0;N35190366;E026522016;LGKP;LG;E0025;;LGGG;LGGG;;;;I;
19592;LG;RDS43;RDS-218/D43.0;N35472611;E027310832;LGKP;LG;E0026;;LGGG;LGGG;;;;I;
19593;LG;34KRK;KRK-312/34;N39501086;E019323576;LGKR;LG;E0028;;LGGG;LGGG;;;;I D;
19594;LG;GAR09;GAR-166/D9;N39274030;E019570108;LGKR;LG;E0019;;LGGG;LGGG;;;;I F;
19595;LG;GAR11;RW17-168/GAR-D1.1;N39352238;E019545440;LGKR;LG;E0019;;LGGG;LGGG;;;;I;
19596;LG;GAR3;GAR-358/D3.0;N39392643;E019543692;LGKR;LG;E0020;;LGGG;LGGG;;;;I;
19597;LG;KRK03;KEK-140/KRK-D3;N39283469;E020011667;LGKR;LG;E0021;;LGGG;LGGG;;;;I F;
19598;LG;KRK34;KRK-306/D34;N39465400;E019290000;LGKR;LG;E0019;;LGGG;LGGG;;;;I Z;
19599;LG;KRK39;KRK-259/D39;N39194200;E019144200;LGKR;LG;E0020;;LGGG;LGGG;;;;I Z;
19600;LG;R176K;GAR-176/D11;N39252400;E019552400;LGKR;LG;E0019;;LGGG;LGGG;;;;I Z;
19601;LG;X017;X017;N39292389;E020053134;LGKR;LG;E0020;;LGGG;LGGG;;;;I F;
19602;LG;X282;KRK-312/GAR-282;N39371785;E019500045;LGKR;LG;E0028;;LGGG;LGGG;;;;I D;
19603;LG;X306;KRK-306/GAR-270;N39363777;E019463623;LGKR;LG;E0027;;LGGG;LGGG;;;;I D;
19604;LG;10D;KPL-068/D10;N40575909;E024492599;LGKV;LG;E0035;;LGGG;LGGG;;;;I F;
19605;LG;10KPL;KPL-052/D10;N41003116;E024474456;LGKV;LG;E0028;;LGGG;LGGG;;;;I F;
19606;LG;D10;KPL-248/D10;N40513755;E024242520;LGKV;LG;E0034;;LGGG;LGGG;;;;I F;
19607;LG;KPL10;KPL-232/D10;N40490583;E024260731;LGKV;LG;E0027;;LGGG;LGGG;;;;I F;
19608;LG;KPL18;KPL-331/D18.0;N41105410;E024262260;LGKV;LG;E0029;;LGGG;LGGG;;;;I E;
19609;LG;KPL22;KPL-153/D22.0;N40344865;E024484625;LGKV;LG;E0028;;LGGG;LGGG;;;;I E;
19610;LG;R114V;KPL-114/D22;N40445369;E025024576;LGKV;LG;E0029;;LGGG;LGGG;;;;I E;
19611;LG;R222W;KPL-222/D23;N40383032;E024153854;LGKV;LG;E0028;;LGGG;LGGG;;;;I E;
19612;LG;R331J;KPL-331/D10.0;N41034529;E024310430;LGKV;LG;E0029;;LGGG;LGGG;;;;I E;
19613;LG;FF22;LIO-040/RW22 D5.45;N39593516;E025195647;LGLM;LG;E0035;;LGGG;LGGG;;;;I F;
19614;LG;LMO07;LMO-042/D7;N40000834;E025204216;LGLM;LG;E0029;;LGGG;LGGG;;;;I F;
19615;LG;LMO08;RW04-221/LMO-D8;N39492468;E025070468;LGLM;LG;E0028;;LGGG;LGGG;;;;I F;
19616;LG;LMO15;LMO-KOROS/LMO-D15.0;N39405163;E025083353;LGLM;LG;E0035;;LGGG;LGGG;;;;I Z;
19617;LG;LMO22;LMO-KOROS/LMO-D22.0;N39340955;E025055498;LGLM;LG;E0035;;LGGG;LGGG;;;;I E;
19618;LG;R034L;LMO-034/D12;N40044504;E025234084;LGLM;LG;E0029;;LGGG;LGGG;;;;I F;
19619;LG;R213M;LMO-213/D13;N39444436;E025041915;LGLM;LG;E0028;;LGGG;LGGG;;;;I F;
19620;LG;R333N;LMO-333/D14;N40075400;E025062400;LGLM;LG;E0029;;LGGG;LGGG;;;;I Z;
19621;LG;R333Z;LMO-333/D26;N40185393;E025002882;LGLM;LG;E0029;;LGGG;LGGG;;;;I E;
19622;LG;MKN04;RW16-338/MKN-D0.4;N37265266;E025203694;LGMK;LG;E0026;;LGGG;LGGG;;;;I;
19623;LG;MKN06;MKN-155/D6;N37205426;E025232955;LGMK;LG;E0025;;LGGG;LGGG;;;;I F;
19624;LG;MKN10;RW16-158/MKN-D10.0;N37170436;E025245733;LGMK;LG;E0026;;LGGG;LGGG;;;;I;
19625;LG;02MLN;MLN-147/D2.0;N39014650;E026372324;LGMT;LG;E0029;;LGGG;LGGG;;;;I F;
19626;LG;LSV12;LSV-278/D12.0;N39161198;E026101967;LGMT;LG;E0029;;LGGG;LGGG;;;;I E;
19627;LG;LSV23;LSV-278/D23.0;N39173683;E025561603;LGMT;LG;E0028;;LGGG;LGGG;;;;I E;
19628;LG;MLN08;MLN-327/D8;N39102451;E026305788;LGMT;LG;E0025;;LGGG;LGGG;;;;I F;
19629;LG;MLN13;MLN-327/D13;N39144346;E026274479;LGMT;LG;E0025;;LGGG;LGGG;;;;I F;
19630;LG;R200L;LSV-200/D12.0;N39025364;E026193663;LGMT;LG;E0029;;LGGG;LGGG;;;;I E;
19631;LG;R222J;LSV-222/D10;N39065410;E026162439;LGMT;LG;E0025;;LGGG;LGGG;;;;I E;
19632;LG;R245J;LSV-245/D10;N39101285;E026133441;LGMT;LG;E0025;;LGGG;LGGG;;;;I E;
19633;LG;75PRV;PRVNB-050/7.5;N38593239;E020533944;LGPZ;LG;E0027;;LGGG;LGGG;;;;I F;
19634;LG;IPV55;RW07L-245/D5.5;N38532116;E020382599;LGPZ;LG;E0021;;LGGG;LGGG;;;;I;
19635;LG;KRK30;KRK-ARA/PRV-305;N39082304;E020230218;LGPZ;LG;E0026;;LGGG;LGGG;;;;I D;
19636;LG;PRV14;PRV-249/D14.0;N38523886;E020343188;LGPZ;LG;E0021;;LGGG;LGGG;;;;I;
19637;LG;PRV16;PRV-280/D16.0;N39003009;E020312479;LGPZ;LG;E0021;;LGGG;LGGG;;;;I;
19638;LG;PRV18;RW07L-246/D12.7 (PRV-D18.;N38503940;E020295337;LGPZ;LG;E0021;;LGGG;LGGG;;;;I;
19639;LG;PRV75;PRV-272/D7.5;N38553691;E020362533;LGPZ;LG;E0019;;LGGG;LGGG;;;;I F;
19640;LG;R260;PRV-260/D18.0;N38544089;E020283889;LGPZ;LG;E0021;;LGGG;LGGG;;;;I;
19641;LG;R270;PRV-270/D18.0;N38574827;E020282546;LGPZ;LG;E0021;;LGGG;LGGG;;;;I;
19643;LG;10PAR;RW-068/PAR-D10;N36271540;E028154375;LGRP;LG;E0025;;LGGG;LGGG;;;;I F;
19644;LG;OM25;;N36262574;E028124121;LGRP;LG;E0025;;LGGG;LGGG;;;;O F;
19645;LG;PAR06;RW07-248/PAR-D6.0;N36220358;E027565676;LGRP;LG;E0028;;LGGG;LGGG;;;;I Z;
19646;LG;PAR10;RW25-068/PAR-D10.0;N36271694;E028154112;LGRP;LG;E0025;;LGGG;LGGG;;;;I F;
19647;LG;PAR11;RW07-248/PAR-D11.0;N36202555;E027510569;LGRP;LG;E0028;;LGGG;LGGG;;;;I Z;
19648;LG;PAR12;PAR-248/D12;N36200190;E027495725;LGRP;LG;E0034;;LGGG;LGGG;;;;I F;
19649;LG;PAR14;PAR-248/D14.0;N36191800;E027474200;LGRP;LG;E0027;;LGGG;LGGG;;;;I D;
19650;LG;PAR20;LOKNA-056/PAR-D20.0;N36132400;E027430000;LGRP;LG;E0027;;LGGG;LGGG;;;;I E;
19651;LG;R053J;PAR-053/D10;N36293652;E028141641;LGRP;LG;E0025;;LGGG;LGGG;;;;I Z;
19652;LG;R068P;PAR-248/D15.5;N36184200;E027455400;LGRP;LG;E0028;;LGGG;LGGG;;;;I E;
19653;LG;R175Y;RDS-175/D25.0;N35553350;E028060657;LGRP;LG;E0027;;LGGG;LGGG;;;;I E;
19654;LG;R212Q;PAR-212/D17;N36101275;E027515018;LGRP;LG;E0028;;LGGG;LGGG;;;;I E;
19655;LG;R230O;PAR-230/D15;N36150602;E027490558;LGRP;LG;E0028;;LGGG;LGGG;;;;I E;
19656;LG;R240O;PAR-240/D15;N36171879;E027472301;LGRP;LG;E0028;;LGGG;LGGG;;;;I E;
19657;LG;R258K;PAR-258/D11;N36222300;E027502927;LGRP;LG;E0028;;LGGG;LGGG;;;;I E;
19658;LG;R260F;PAR-260/D6;N36231800;E027570600;LGRP;LG;E0028;;LGGG;LGGG;;;;I D;
19659;LG;R260L;PAR-260/D12;N36222400;E027491800;LGRP;LG;E0028;;LGGG;LGGG;;;;I D;
19660;LG;R282M;PAR-282/D13;N36271112;E027481886;LGRP;LG;E0028;;LGGG;LGGG;;;;I E;
19661;LG;RDS10;RDS-065/D10;N36240925;E028162728;LGRP;LG;E0025;;LGGG;LGGG;;;;I F;
19662;LG;RDS11;RDS-282/D11.0;N36232215;E027514869;LGRP;LG;E0033;;LGGG;LGGG;;;;I F;
19663;LG;RDS15;RDS-065/D15;N36255946;E028221283;LGRP;LG;E0025;;LGGG;LGGG;;;;I F;
19664;LG;RDS25;RDS-218/D25.0;N36013489;E027444767;LGRP;LG;E0027;;LGGG;LGGG;;;;I E;
19666;LG;10ARA;ARA-344/D10.0;N38161795;E021222760;LGRX;LG;E0029;;LGGG;LGGG;;;;I F;
19667;LG;7ARA;ARA-202/D07.0;N38000998;E021214631;LGRX;LG;E0022;;LGGG;LGGG;;;;I F;
19668;LG;ARA01;ARA-360/D1;N38073502;E021253379;LGRX;LG;E0029;;LGGG;LGGG;;;;IM;
19669;LG;ARA04;ARA04;N38103509;E021254219;LGRX;LG;E0029;;LGGG;LGGG;;;;I;
19670;LG;ARA09;ARA-180/D09.0;N37573305;E021245797;LGRX;LG;E0021;;LGGG;LGGG;;;;I D;
19671;LG;ARA10;ARA-360/D10.0;N38163526;E021255854;LGRX;LG;E0029;;LGGG;LGGG;;;;I F;
19672;LG;ARA13;ARA-284/D13.0;N38092590;E021092636;LGRX;LG;E0028;;LGGG;LGGG;;;;I D;
19673;LG;ARA4;ARA-180/D04.0;N38023489;E021252002;LGRX;LG;E0029;;LGGG;LGGG;;;;I F;
19674;LG;ARA7;ARA-180/D07.0;N37593480;E021251180;LGRX;LG;E0029;;LGGG;LGGG;;;;I Z;
19675;LG;R071J;ARA-071/D10.0;N38093641;E021372948;LGRX;LG;E0022;;LGGG;LGGG;;;;I D;
19676;LG;R071K;ARA-071/D11.0;N38095495;E021384205;LGRX;LG;E0022;;LGGG;LGGG;;;;I D;
19677;LG;R071Q;ARA-071/D17.0;N38114620;E021455760;LGRX;LG;E0022;;LGGG;LGGG;;;;I E;
19678;LG;R098M;ARA-098/D13.0;N38044244;E021414545;LGRX;LG;E0022;;LGGG;LGGG;;;;I D;
19679;LG;R098N;ARA-098/D14.0;N38041960;E021425815;LGRX;LG;E0022;;LGGG;LGGG;;;;I D;
19680;LG;R098Q;ARA-098/D17.0;N38040200;E021464605;LGRX;LG;E0022;;LGGG;LGGG;;;;I E;
19681;LG;R112M;ARA-112/D13.0;N38011987;E021403470;LGRX;LG;E0029;;LGGG;LGGG;;;;I D;
19682;LG;R112N;ARA-112/D14.0;N38005554;E021414412;LGRX;LG;E0029;;LGGG;LGGG;;;;I D;
19683;LG;R112Q;ARA-112/D17.0;N37594251;E021451232;LGRX;LG;E0029;;LGGG;LGGG;;;;I E;
19684;LG;R132M;ARA-132/D13.0;N37572917;E021371635;LGRX;LG;E0021;;LGGG;LGGG;;;;I D;
19685;LG;R132N;ARA-132/D14.0;N37564750;E021381110;LGRX;LG;E0021;;LGGG;LGGG;;;;I D;
19686;LG;R132Q;ARA-132/D17.0;N37544245;E021405525;LGRX;LG;E0021;;LGGG;LGGG;;;;I E;
19687;LG;R283N;ARA-283/D14.0;N38093895;E021081211;LGRX;LG;E0028;;LGGG;LGGG;;;;I D;
19688;LG;R283Y;ARA-283/D25.0;N38120170;E020543483;LGRX;LG;E0028;;LGGG;LGGG;;;;I E;
